tag,number,title,link,acceptance,difficulty,tags
Math,478,Generate Random Point in a Circle,https://leetcode.com/problems/generate-random-point-in-a-circle,39.60%,Medium,
Math,883,Projection Area of 3D Shapes,https://leetcode.com/problems/projection-area-of-3d-shapes,70.60%,Easy,
Math,887,Super Egg Drop,https://leetcode.com/problems/super-egg-drop,27.20%,Hard,
Math,891,Sum of Subsequence Widths,https://leetcode.com/problems/sum-of-subsequence-widths,36.30%,Hard,
Math,892,Surface Area of 3D Shapes,https://leetcode.com/problems/surface-area-of-3d-shapes,62.90%,Easy,
Math,899,Orderly Queue,https://leetcode.com/problems/orderly-queue,59.00%,Hard,
Math,902,Numbers At Most N Given Digit Set,https://leetcode.com/problems/numbers-at-most-n-given-digit-set,41.40%,Hard,
Math,906,Super Palindromes,https://leetcode.com/problems/super-palindromes,39.20%,Hard,
Math,908,Smallest Range I,https://leetcode.com/problems/smallest-range-i,67.60%,Easy,
Math,910,Smallest Range II,https://leetcode.com/problems/smallest-range-ii,34.30%,Medium,
Math,913,Cat and Mouse,https://leetcode.com/problems/cat-and-mouse,35.30%,Hard,
Math,914,X of a Kind in a Deck of Cards,https://leetcode.com/problems/x-of-a-kind-in-a-deck-of-cards,32.30%,Easy,
Math,920,Number of Music Playlists,https://leetcode.com/problems/number-of-music-playlists,50.60%,Hard,
Math,927,Three Equal Parts,https://leetcode.com/problems/three-equal-parts,39.60%,Hard,
Math,932,Beautiful Array,https://leetcode.com/problems/beautiful-array,65.10%,Medium,
Math,939,Minimum Area Rectangle,https://leetcode.com/problems/minimum-area-rectangle,53.20%,Medium,
Math,952,Largest Component Size by Common Factor,https://leetcode.com/problems/largest-component-size-by-common-factor,40.30%,Hard,
Math,957,Prison Cells After N Days,https://leetcode.com/problems/prison-cells-after-n-days,39.20%,Medium,
Math,963,Minimum Area Rectangle II,https://leetcode.com/problems/minimum-area-rectangle-ii,54.70%,Medium,
Math,964,Least Operators to Express Number,https://leetcode.com/problems/least-operators-to-express-number,47.80%,Hard,
Math,970,Powerful Integers,https://leetcode.com/problems/powerful-integers,43.60%,Medium,
Math,972,Equal Rational Numbers,https://leetcode.com/problems/equal-rational-numbers,43.00%,Hard,
Math,509,Fibonacci Number,https://leetcode.com/problems/fibonacci-number,69.20%,Easy,
Math,973,K Closest Points to Origin,https://leetcode.com/problems/k-closest-points-to-origin,65.90%,Medium,
Math,976,Largest Perimeter Triangle,https://leetcode.com/problems/largest-perimeter-triangle,52.30%,Easy,
Math,989,Add to Array-Form of Integer,https://leetcode.com/problems/add-to-array-form-of-integer,45.50%,Easy,
Math,991,Broken Calculator,https://leetcode.com/problems/broken-calculator,54.10%,Medium,
Math,996,Number of Squareful Arrays,https://leetcode.com/problems/number-of-squareful-arrays,49.20%,Hard,
Math,1006,Clumsy Factorial,https://leetcode.com/problems/clumsy-factorial,54.70%,Medium,
Math,1058,Minimize Rounding Error to Meet Target,https://leetcode.com/problems/minimize-rounding-error-to-meet-target,44.80%,Medium,
Math,1012,Numbers With Repeated Digits,https://leetcode.com/problems/numbers-with-repeated-digits,40.40%,Hard,
Math,1015,Smallest Integer Divisible by K,https://leetcode.com/problems/smallest-integer-divisible-by-k,47.10%,Medium,
Math,1067,Digit Count in Range,https://leetcode.com/problems/digit-count-in-range,44.50%,Hard,
Math,1056,Confusing Number,https://leetcode.com/problems/confusing-number,46.10%,Easy,
Math,1017,Convert to Base -2,https://leetcode.com/problems/convert-to-base-2,60.90%,Medium,
Math,1088,Confusing Number II,https://leetcode.com/problems/confusing-number-ii,46.50%,Hard,
Math,1085,Sum of Digits in the Minimum Number,https://leetcode.com/problems/sum-of-digits-in-the-minimum-number,75.90%,Easy,
Math,1025,Divisor Game,https://leetcode.com/problems/divisor-game,67.10%,Easy,
Math,1118,Number of Days in a Month,https://leetcode.com/problems/number-of-days-in-a-month,56.70%,Easy,
Math,1134,Armstrong Number,https://leetcode.com/problems/armstrong-number,78.20%,Easy,
Math,1030,Matrix Cells in Distance Order,https://leetcode.com/problems/matrix-cells-in-distance-order,69.30%,Easy,
Math,1033,Moving Stones Until Consecutive,https://leetcode.com/problems/moving-stones-until-consecutive,45.60%,Medium,
Math,1040,Moving Stones Until Consecutive II,https://leetcode.com/problems/moving-stones-until-consecutive-ii,55.60%,Medium,
Math,1037,Valid Boomerang,https://leetcode.com/problems/valid-boomerang,37.50%,Easy,
Math,1041,Robot Bounded In Circle,https://leetcode.com/problems/robot-bounded-in-circle,55.30%,Medium,
Math,1180,Count Substrings with Only One Distinct Letter,https://leetcode.com/problems/count-substrings-with-only-one-distinct-letter,79.00%,Easy,
Math,1071,Greatest Common Divisor of Strings,https://leetcode.com/problems/greatest-common-divisor-of-strings,51.00%,Easy,
Math,1073,Adding Two Negabinary Numbers,https://leetcode.com/problems/adding-two-negabinary-numbers,36.40%,Medium,
Math,1228,Missing Number In Arithmetic Progression,https://leetcode.com/problems/missing-number-in-arithmetic-progression,51.30%,Easy,
Math,1230,Toss Strange Coins,https://leetcode.com/problems/toss-strange-coins,53.30%,Medium,
Math,1199,Minimum Time to Build Blocks,https://leetcode.com/problems/minimum-time-to-build-blocks,40.70%,Hard,
Math,1093,Statistics from a Large Sample,https://leetcode.com/problems/statistics-from-a-large-sample,44.70%,Medium,
Math,1256,Encode Number,https://leetcode.com/problems/encode-number,69.90%,Medium,
Math,1104,Path In Zigzag Labelled Binary Tree,https://leetcode.com/problems/path-in-zigzag-labelled-binary-tree,74.90%,Medium,
Math,1103,Distribute Candies to People,https://leetcode.com/problems/distribute-candies-to-people,63.90%,Easy,
Math,1271,Hexspeak,https://leetcode.com/problems/hexspeak,56.90%,Easy,
Math,1259,Handshakes That Don't Cross,https://leetcode.com/problems/handshakes-that-dont-cross,56.20%,Hard,
Math,1627,Graph Connectivity With Threshold,https://leetcode.com/problems/graph-connectivity-with-threshold,45.50%,Hard,
Math,1131,Maximum of Absolute Value Expression,https://leetcode.com/problems/maximum-of-absolute-value-expression,49.50%,Medium,
Math,1137,N-th Tribonacci Number,https://leetcode.com/problems/n-th-tribonacci-number,63.30%,Easy,
Math,1140,Stone Game II,https://leetcode.com/problems/stone-game-ii,64.90%,Medium,
Math,1330,Reverse Subarray To Maximize Array Value,https://leetcode.com/problems/reverse-subarray-to-maximize-array-value,39.80%,Hard,
Math,1154,Day of the Year,https://leetcode.com/problems/day-of-the-year,50.30%,Easy,
Math,1360,Number of Days Between Two Dates,https://leetcode.com/problems/number-of-days-between-two-dates,47.40%,Easy,
Math,1362,Closest Divisors,https://leetcode.com/problems/closest-divisors,59.70%,Medium,
Math,1175,Prime Arrangements,https://leetcode.com/problems/prime-arrangements,53.30%,Easy,
Math,1390,Four Divisors,https://leetcode.com/problems/four-divisors,41.20%,Medium,
Math,1185,Day of the Week,https://leetcode.com/problems/day-of-the-week,57.80%,Easy,
Math,1954,Minimum Garden Perimeter to Collect Enough Apples,https://leetcode.com/problems/minimum-garden-perimeter-to-collect-enough-apples,53.00%,Medium,
Math,2139,Minimum Moves to Reach Target Score,https://leetcode.com/problems/minimum-moves-to-reach-target-score,48.40%,Medium,
Math,1201,Ugly Number III,https://leetcode.com/problems/ugly-number-iii,28.50%,Medium,
Math,1916,Count Ways to Build Rooms in an Ant Colony,https://leetcode.com/problems/count-ways-to-build-rooms-in-an-ant-colony,48.50%,Hard,
Math,1862,Sum of Floored Pairs,https://leetcode.com/problems/sum-of-floored-pairs,28.20%,Hard,
Math,1217,Minimum Cost to Move Chips to The Same Position,https://leetcode.com/problems/minimum-cost-to-move-chips-to-the-same-position,72.30%,Easy,
Math,2310,Sum of Numbers With Units Digit K,https://leetcode.com/problems/sum-of-numbers-with-units-digit-k,25.30%,Medium,
Math,1427,Perform String Shifts,https://leetcode.com/problems/perform-string-shifts,54.20%,Easy,
Math,1232,Check If It Is a Straight Line,https://leetcode.com/problems/check-if-it-is-a-straight-line,41.30%,Easy,
Math,1237,Find Positive Integer Solution for a Given Equation,https://leetcode.com/problems/find-positive-integer-solution-for-a-given-equation,69.30%,Medium,
Math,1238,Circular Permutation in Binary Representation,https://leetcode.com/problems/circular-permutation-in-binary-representation,68.80%,Medium,
Math,1227,Airplane Seat Assignment Probability,https://leetcode.com/problems/airplane-seat-assignment-probability,64.80%,Medium,
Math,1247,Minimum Swaps to Make Strings Equal,https://leetcode.com/problems/minimum-swaps-to-make-strings-equal,63.70%,Medium,
Math,1248,Count Number of Nice Subarrays,https://leetcode.com/problems/count-number-of-nice-subarrays,59.30%,Medium,
Math,1250,Check If It Is a Good Array,https://leetcode.com/problems/check-if-it-is-a-good-array,58.70%,Hard,
Math,2217,Find Palindrome With Fixed Length,https://leetcode.com/problems/find-palindrome-with-fixed-length,34.40%,Medium,
Math,1252,Cells with Odd Values in a Matrix,https://leetcode.com/problems/cells-with-odd-values-in-a-matrix,78.50%,Easy,
Math,2198,Number of Single Divisor Triplets,https://leetcode.com/problems/number-of-single-divisor-triplets,55.90%,Medium,
Math,2189,Number of Ways to Build House of Cards,https://leetcode.com/problems/number-of-ways-to-build-house-of-cards,63.50%,Medium,
Math,1266,Minimum Time Visiting All Points,https://leetcode.com/problems/minimum-time-visiting-all-points,79.10%,Easy,
Math,1276,Number of Burgers with No Waste of Ingredients,https://leetcode.com/problems/number-of-burgers-with-no-waste-of-ingredients,50.70%,Medium,
Math,1281,Subtract the Product and Sum of Digits of an Integer,https://leetcode.com/problems/subtract-the-product-and-sum-of-digits-of-an-integer,86.70%,Easy,
Math,1290,Convert Binary Number in a Linked List to Integer,https://leetcode.com/problems/convert-binary-number-in-a-linked-list-to-integer,82.60%,Easy,
Math,1304,Find N Unique Integers Sum up to Zero,https://leetcode.com/problems/find-n-unique-integers-sum-up-to-zero,77.10%,Easy,
Math,1307,Verbal Arithmetic Puzzle,https://leetcode.com/problems/verbal-arithmetic-puzzle,34.50%,Hard,
Math,2269,Find the K-Beauty of a Number,https://leetcode.com/problems/find-the-k-beauty-of-a-number,57.10%,Easy,
Math,1317,Convert Integer to the Sum of Two No-Zero Integers,https://leetcode.com/problems/convert-integer-to-the-sum-of-two-no-zero-integers,56.20%,Easy,
Math,1342,Number of Steps to Reduce a Number to Zero,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-to-zero,85.60%,Easy,
Math,1344,Angle Between Hands of a Clock,https://leetcode.com/problems/angle-between-hands-of-a-clock,63.40%,Medium,
Math,1323,Maximum 69 Number,https://leetcode.com/problems/maximum-69-number,79.10%,Easy,
Math,1359,Count All Valid Pickup and Delivery Options,https://leetcode.com/problems/count-all-valid-pickup-and-delivery-options,63.00%,Hard,
Math,1352,Product of the Last K Numbers,https://leetcode.com/problems/product-of-the-last-k-numbers,49.30%,Medium,
Math,1399,Count Largest Group,https://leetcode.com/problems/count-largest-group,67.10%,Easy,
Math,1401,Circle and Rectangle Overlapping,https://leetcode.com/problems/circle-and-rectangle-overlapping,44.20%,Medium,
Math,1406,Stone Game III,https://leetcode.com/problems/stone-game-iii,59.80%,Hard,
Math,1432,Max Difference You Can Get From Changing an Integer,https://leetcode.com/problems/max-difference-you-can-get-from-changing-an-integer,43.00%,Medium,
Math,1447,Simplified Fractions,https://leetcode.com/problems/simplified-fractions,64.60%,Medium,
Math,1442,Count Triplets That Can Form Two Arrays of Equal XOR,https://leetcode.com/problems/count-triplets-that-can-form-two-arrays-of-equal-xor,75.50%,Medium,
Math,1453,Maximum Number of Darts Inside of a Circular Dartboard,https://leetcode.com/problems/maximum-number-of-darts-inside-of-a-circular-dartboard,36.80%,Hard,
Math,1478,Allocate Mailboxes,https://leetcode.com/problems/allocate-mailboxes,55.30%,Hard,
Math,1467,Probability of a Two Boxes Having The Same Number of Distinct Balls,https://leetcode.com/problems/probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,60.80%,Hard,
Math,1492,The kth Factor of n,https://leetcode.com/problems/the-kth-factor-of-n,62.30%,Medium,
Math,1486,XOR Operation in an Array,https://leetcode.com/problems/xor-operation-in-an-array,84.20%,Easy,
Math,1510,Stone Game IV,https://leetcode.com/problems/stone-game-iv,60.60%,Hard,
Math,1523,Count Odd Numbers in an Interval Range,https://leetcode.com/problems/count-odd-numbers-in-an-interval-range,46.40%,Easy,
Math,1524,Number of Sub-arrays With Odd Sum,https://leetcode.com/problems/number-of-sub-arrays-with-odd-sum,43.50%,Medium,
Math,1512,Number of Good Pairs,https://leetcode.com/problems/number-of-good-pairs,88.20%,Easy,
Math,1513,Number of Substrings With Only 1s,https://leetcode.com/problems/number-of-substrings-with-only-1s,45.20%,Medium,
Math,1515,Best Position for a Service Centre,https://leetcode.com/problems/best-position-for-a-service-centre,38.40%,Hard,
Math,1518,Water Bottles,https://leetcode.com/problems/water-bottles,60.30%,Easy,
Math,1551,Minimum Operations to Make Array Equal,https://leetcode.com/problems/minimum-operations-to-make-array-equal,81.10%,Medium,
Math,1573,Number of Ways to Split a String,https://leetcode.com/problems/number-of-ways-to-split-a-string,32.40%,Medium,
Math,1538,Guess the Majority in a Hidden Array,https://leetcode.com/problems/guess-the-majority-in-a-hidden-array,62.90%,Medium,
Math,1561,Maximum Number of Coins You Can Get,https://leetcode.com/problems/maximum-number-of-coins-you-can-get,78.50%,Medium,
Math,1563,Stone Game V,https://leetcode.com/problems/stone-game-v,40.60%,Hard,
Math,1569,Number of Ways to Reorder Array to Get Same BST,https://leetcode.com/problems/number-of-ways-to-reorder-array-to-get-same-bst,48.40%,Hard,
Math,1588,Sum of All Odd Length Subarrays,https://leetcode.com/problems/sum-of-all-odd-length-subarrays,83.70%,Easy,
Math,1577,Number of Ways Where Square of Number Is Equal to Product of Two Numbers,https://leetcode.com/problems/number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers,39.80%,Medium,
Math,1621,Number of Sets of K Non-Overlapping Line Segments,https://leetcode.com/problems/number-of-sets-of-k-non-overlapping-line-segments,42.30%,Medium,
Math,1728,Cat and Mouse II,https://leetcode.com/problems/cat-and-mouse-ii,40.60%,Hard,
Math,1622,Fancy Sequence,https://leetcode.com/problems/fancy-sequence,16.00%,Hard,
Math,1610,Maximum Number of Visible Points,https://leetcode.com/problems/maximum-number-of-visible-points,37.40%,Hard,
Math,1628,Design an Expression Tree With Evaluate Function,https://leetcode.com/problems/design-an-expression-tree-with-evaluate-function,82.50%,Medium,
Math,1648,Sell Diminishing-Valued Colored Balls,https://leetcode.com/problems/sell-diminishing-valued-colored-balls,30.60%,Medium,
Math,1634,Add Two Polynomials Represented as Linked Lists,https://leetcode.com/problems/add-two-polynomials-represented-as-linked-lists,53.40%,Medium,
Math,1685,Sum of Absolute Differences in a Sorted Array,https://leetcode.com/problems/sum-of-absolute-differences-in-a-sorted-array,65.40%,Medium,
Math,1686,Stone Game VI,https://leetcode.com/problems/stone-game-vi,54.50%,Medium,
Math,1680,Concatenation of Consecutive Binary Numbers,https://leetcode.com/problems/concatenation-of-consecutive-binary-numbers,57.00%,Medium,
Math,1688,Count of Matches in Tournament,https://leetcode.com/problems/count-of-matches-in-tournament,83.10%,Easy,
Math,1690,Stone Game VII,https://leetcode.com/problems/stone-game-vii,58.80%,Medium,
Math,1716,Calculate Money in Leetcode Bank,https://leetcode.com/problems/calculate-money-in-leetcode-bank,65.10%,Easy,
Math,1735,Count Ways to Make Array With Product,https://leetcode.com/problems/count-ways-to-make-array-with-product,49.20%,Hard,
Math,1742,Maximum Number of Balls in a Box,https://leetcode.com/problems/maximum-number-of-balls-in-a-box,73.90%,Easy,
Math,1739,Building Boxes,https://leetcode.com/problems/building-boxes,51.50%,Hard,
Math,1766,Tree of Coprimes,https://leetcode.com/problems/tree-of-coprimes,38.40%,Hard,
Math,1753,Maximum Score From Removing Stones,https://leetcode.com/problems/maximum-score-from-removing-stones,66.00%,Medium,
Math,1759,Count Number of Homogenous Substrings,https://leetcode.com/problems/count-number-of-homogenous-substrings,47.70%,Medium,
Math,1780,Check if Number is a Sum of Powers of Three,https://leetcode.com/problems/check-if-number-is-a-sum-of-powers-of-three,65.20%,Medium,
Math,1776,Car Fleet II,https://leetcode.com/problems/car-fleet-ii,53.30%,Hard,
Math,1799,Maximize Score After N Operations,https://leetcode.com/problems/maximize-score-after-n-operations,45.80%,Hard,
Math,1812,Determine Color of a Chessboard Square,https://leetcode.com/problems/determine-color-of-a-chessboard-square,77.40%,Easy,
Math,1814,Count Nice Pairs in an Array,https://leetcode.com/problems/count-nice-pairs-in-an-array,41.90%,Medium,
Math,1806,Minimum Number of Operations to Reinitialize a Permutation,https://leetcode.com/problems/minimum-number-of-operations-to-reinitialize-a-permutation,71.30%,Medium,
Math,1808,Maximize Number of Nice Divisors,https://leetcode.com/problems/maximize-number-of-nice-divisors,31.10%,Hard,
Math,1828,Queries on Number of Points Inside a Circle,https://leetcode.com/problems/queries-on-number-of-points-inside-a-circle,86.50%,Medium,
Math,1830,Minimum Number of Operations to Make String Sorted,https://leetcode.com/problems/minimum-number-of-operations-to-make-string-sorted,49.30%,Hard,
Math,1819,Number of Different Subsequences GCDs,https://leetcode.com/problems/number-of-different-subsequences-gcds,37.90%,Hard,
Math,1822,Sign of the Product of an Array,https://leetcode.com/problems/sign-of-the-product-of-an-array,66.40%,Easy,
Math,1823,Find the Winner of the Circular Game,https://leetcode.com/problems/find-the-winner-of-the-circular-game,77.50%,Medium,
Math,1835,Find XOR Sum of All Pairs Bitwise AND,https://leetcode.com/problems/find-xor-sum-of-all-pairs-bitwise-and,59.90%,Hard,
Math,1837,Sum of Digits in Base K,https://leetcode.com/problems/sum-of-digits-in-base-k,76.80%,Easy,
Math,1840,Maximum Building Height,https://leetcode.com/problems/maximum-building-height,35.20%,Hard,
Math,1878,Get Biggest Three Rhombus Sums in a Grid,https://leetcode.com/problems/get-biggest-three-rhombus-sums-in-a-grid,46.30%,Medium,
Math,1863,Sum of All Subset XOR Totals,https://leetcode.com/problems/sum-of-all-subset-xor-totals,78.90%,Easy,
Math,1866,Number of Ways to Rearrange Sticks With K Sticks Visible,https://leetcode.com/problems/number-of-ways-to-rearrange-sticks-with-k-sticks-visible,55.40%,Hard,
Math,1872,Stone Game VIII,https://leetcode.com/problems/stone-game-viii,52.20%,Hard,
Math,1896,Minimum Cost to Change the Final Value of Expression,https://leetcode.com/problems/minimum-cost-to-change-the-final-value-of-expression,54.70%,Hard,
Math,1884,Egg Drop With 2 Eggs and N Floors,https://leetcode.com/problems/egg-drop-with-2-eggs-and-n-floors,70.30%,Medium,
Math,1903,Largest Odd Number in String,https://leetcode.com/problems/largest-odd-number-in-string,55.70%,Easy,
Math,1904,The Number of Full Rounds You Have Played,https://leetcode.com/problems/the-number-of-full-rounds-you-have-played,45.80%,Medium,
Math,1925,Count Square Sum Triples,https://leetcode.com/problems/count-square-sum-triples,68.00%,Easy,
Math,1927,Sum Game,https://leetcode.com/problems/sum-game,47.00%,Medium,
Math,1922,Count Good Numbers,https://leetcode.com/problems/count-good-numbers,38.30%,Medium,
Math,1908,Game of Nim,https://leetcode.com/problems/game-of-nim,57.60%,Medium,
Math,1956,Minimum Time For K Virus Variants to Spread,https://leetcode.com/problems/minimum-time-for-k-virus-variants-to-spread,46.30%,Hard,
Math,1924,Erect the Fence II,https://leetcode.com/problems/erect-the-fence-ii,53.80%,Hard,
Math,1952,Three Divisors,https://leetcode.com/problems/three-divisors,56.90%,Easy,
Math,1969,Minimum Non-Zero Product of the Array Elements,https://leetcode.com/problems/minimum-non-zero-product-of-the-array-elements,33.50%,Medium,
Math,1994,The Number of Good Subsets,https://leetcode.com/problems/the-number-of-good-subsets,34.00%,Hard,
Math,1979,Find Greatest Common Divisor of Array,https://leetcode.com/problems/find-greatest-common-divisor-of-array,76.90%,Easy,
Math,1998,GCD Sort of an Array,https://leetcode.com/problems/gcd-sort-of-an-array,45.50%,Hard,
Math,2001,Number of Pairs of Interchangeable Rectangles,https://leetcode.com/problems/number-of-pairs-of-interchangeable-rectangles,44.50%,Medium,
Math,1999,Smallest Greater Multiple Made of Two Digits,https://leetcode.com/problems/smallest-greater-multiple-made-of-two-digits,50.00%,Medium,
Math,2019,The Score of Students Solving Math Expression,https://leetcode.com/problems/the-score-of-students-solving-math-expression,33.20%,Hard,
Math,2038,Remove Colored Pieces if Both Neighbors are the Same Color,https://leetcode.com/problems/remove-colored-pieces-if-both-neighbors-are-the-same-color,58.00%,Medium,
Math,2005,Subtree Removal Game with Fibonacci Tree,https://leetcode.com/problems/subtree-removal-game-with-fibonacci-tree,62.80%,Hard,
Math,2028,Find Missing Observations,https://leetcode.com/problems/find-missing-observations,43.30%,Medium,
Math,2029,Stone Game IX,https://leetcode.com/problems/stone-game-ix,26.00%,Medium,
Math,2033,Minimum Operations to Make a Uni-Value Grid,https://leetcode.com/problems/minimum-operations-to-make-a-uni-value-grid,52.10%,Medium,
Math,2048,Next Greater Numerically Balanced Number,https://leetcode.com/problems/next-greater-numerically-balanced-number,47.10%,Medium,
Math,2063,Vowels of All Substrings,https://leetcode.com/problems/vowels-of-all-substrings,55.10%,Medium,
Math,2081,Sum of k-Mirror Numbers,https://leetcode.com/problems/sum-of-k-mirror-numbers,41.90%,Hard,
Math,2101,Detonate the Maximum Bombs,https://leetcode.com/problems/detonate-the-maximum-bombs,40.70%,Medium,
Math,2117,Abbreviating the Product of a Range,https://leetcode.com/problems/abbreviating-the-product-of-a-range,28.00%,Hard,
Math,2083,Substrings That Begin and End With the Same Letter,https://leetcode.com/problems/substrings-that-begin-and-end-with-the-same-letter,68.10%,Medium,
Math,2110,Number of Smooth Descent Periods of a Stock,https://leetcode.com/problems/number-of-smooth-descent-periods-of-a-stock,57.30%,Medium,
Math,2119,A Number After a Double Reversal,https://leetcode.com/problems/a-number-after-a-double-reversal,75.60%,Easy,
Math,2125,Number of Laser Beams in a Bank,https://leetcode.com/problems/number-of-laser-beams-in-a-bank,82.70%,Medium,
Math,2147,Number of Ways to Divide a Long Corridor,https://leetcode.com/problems/number-of-ways-to-divide-a-long-corridor,40.00%,Hard,
Math,2160,Minimum Sum of Four Digit Number After Splitting Digits,https://leetcode.com/problems/minimum-sum-of-four-digit-number-after-splitting-digits,88.20%,Easy,
Math,2162,Minimum Cost to Set Cooking Time,https://leetcode.com/problems/minimum-cost-to-set-cooking-time,39.00%,Medium,
Math,2128,Remove All Ones With Row and Column Flips,https://leetcode.com/problems/remove-all-ones-with-row-and-column-flips,76.50%,Medium,
Math,2177,Find Three Consecutive Integers That Sum to a Given Number,https://leetcode.com/problems/find-three-consecutive-integers-that-sum-to-a-given-number,63.30%,Medium,
Math,2178,Maximum Split of Positive Even Integers,https://leetcode.com/problems/maximum-split-of-positive-even-integers,59.10%,Medium,
Math,2165,Smallest Value of the Rearranged Number,https://leetcode.com/problems/smallest-value-of-the-rearranged-number,51.10%,Medium,
Math,2152,Minimum Number of Lines to Cover Points,https://leetcode.com/problems/minimum-number-of-lines-to-cover-points,46.80%,Medium,
Math,2169,Count Operations to Obtain Zero,https://leetcode.com/problems/count-operations-to-obtain-zero,75.60%,Easy,
Math,2180,Count Integers With Even Digit Sum,https://leetcode.com/problems/count-integers-with-even-digit-sum,64.40%,Easy,
Math,2183,Count Array Pairs Divisible by K,https://leetcode.com/problems/count-array-pairs-divisible-by-k,28.30%,Hard,
Math,2195,Append K Integers With Minimal Sum,https://leetcode.com/problems/append-k-integers-with-minimal-sum,24.80%,Medium,
Math,2197,Replace Non-Coprime Numbers in Array,https://leetcode.com/problems/replace-non-coprime-numbers-in-array,37.10%,Hard,
Math,2221,Find Triangular Sum of an Array,https://leetcode.com/problems/find-triangular-sum-of-an-array,79.20%,Medium,
Math,2249,Count Lattice Points Inside a Circle,https://leetcode.com/problems/count-lattice-points-inside-a-circle,50.50%,Medium,
Math,2266,Count Number of Texts,https://leetcode.com/problems/count-number-of-texts,47.40%,Medium,
Math,2240,Number of Ways to Buy Pens and Pencils,https://leetcode.com/problems/number-of-ways-to-buy-pens-and-pencils,56.70%,Medium,
Math,2280,Minimum Lines to Represent a Line Chart,https://leetcode.com/problems/minimum-lines-to-represent-a-line-chart,23.40%,Medium,
Math,2235,Add Two Integers,https://leetcode.com/problems/add-two-integers,90.20%,Easy,
Math,2317,Maximum XOR After Operations ,https://leetcode.com/problems/maximum-xor-after-operations,78.00%,Medium,
Math,2338,Count the Number of Ideal Arrays,https://leetcode.com/problems/count-the-number-of-ideal-arrays,25.30%,Hard,
Math,2333,Minimum Sum of Squared Difference,https://leetcode.com/problems/minimum-sum-of-squared-difference,24.80%,Medium,
Math,2344,Minimum Deletions to Make Array Divisible,https://leetcode.com/problems/minimum-deletions-to-make-array-divisible,56.90%,Hard,
Math,2348,Number of Zero-Filled Subarrays,https://leetcode.com/problems/number-of-zero-filled-subarrays,56.70%,Medium,
Math,2358,Maximum Number of Groups Entering a Competition,https://leetcode.com/problems/maximum-number-of-groups-entering-a-competition,67.20%,Medium,
Math,2366,Minimum Replacements to Sort the Array,https://leetcode.com/problems/minimum-replacements-to-sort-the-array,39.30%,Hard,
Math,2376,Count Special Integers,https://leetcode.com/problems/count-special-integers,35.70%,Hard,
Math,2400,Number of Ways to Reach a Position After Exactly k Steps,https://leetcode.com/problems/number-of-ways-to-reach-a-position-after-exactly-k-steps,31.60%,Medium,
Math,2396,Strictly Palindromic Number,https://leetcode.com/problems/strictly-palindromic-number,87.60%,Medium,
Math,2413,Smallest Even Multiple,https://leetcode.com/problems/smallest-even-multiple,88.30%,Easy,
Math,2409,Count Days Spent Together,https://leetcode.com/problems/count-days-spent-together,42.00%,Easy,
Math,2427,Number of Common Factors,https://leetcode.com/problems/number-of-common-factors,80.60%,Easy,
Math,2393,Count Strictly Increasing Subarrays,https://leetcode.com/problems/count-strictly-increasing-subarrays,76.90%,Medium,
Math,2417,Closest Fair Integer,https://leetcode.com/problems/closest-fair-integer,48.40%,Medium,
Sorting,15,3Sum,https://leetcode.com/problems/3sum,32.20%,Medium,
Sorting,16,3Sum Closest,https://leetcode.com/problems/3sum-closest,46.10%,Medium,
Sorting,18,4Sum,https://leetcode.com/problems/4sum,36.60%,Medium,
Sorting,49,Group Anagrams,https://leetcode.com/problems/group-anagrams,65.80%,Medium,
Sorting,56,Merge Intervals,https://leetcode.com/problems/merge-intervals,45.80%,Medium,
Sorting,75,Sort Colors,https://leetcode.com/problems/sort-colors,56.90%,Medium,
Sorting,88,Merge Sorted Array,https://leetcode.com/problems/merge-sorted-array,45.60%,Easy,
Sorting,147,Insertion Sort List,https://leetcode.com/problems/insertion-sort-list,50.00%,Medium,
Sorting,148,Sort List,https://leetcode.com/problems/sort-list,53.90%,Medium,
Sorting,164,Maximum Gap,https://leetcode.com/problems/maximum-gap,42.50%,Hard,
Sorting,169,Majority Element,https://leetcode.com/problems/majority-element,63.70%,Easy,
Sorting,179,Largest Number,https://leetcode.com/problems/largest-number,33.90%,Medium,
Sorting,215,Kth Largest Element in an Array,https://leetcode.com/problems/kth-largest-element-in-an-array,65.60%,Medium,
Sorting,217,Contains Duplicate,https://leetcode.com/problems/contains-duplicate,61.20%,Easy,
Sorting,220,Contains Duplicate III,https://leetcode.com/problems/contains-duplicate-iii,21.80%,Hard,
Sorting,229,Majority Element II,https://leetcode.com/problems/majority-element-ii,43.90%,Medium,
Sorting,242,Valid Anagram,https://leetcode.com/problems/valid-anagram,62.70%,Easy,
Sorting,252,Meeting Rooms,https://leetcode.com/problems/meeting-rooms,57.00%,Easy,
Sorting,253,Meeting Rooms II,https://leetcode.com/problems/meeting-rooms-ii,50.40%,Medium,
Sorting,259,3Sum Smaller,https://leetcode.com/problems/3sum-smaller,50.60%,Medium,
Sorting,268,Missing Number,https://leetcode.com/problems/missing-number,61.40%,Easy,
Sorting,274,H-Index,https://leetcode.com/problems/h-index,38.10%,Medium,
